ID,text,user_followers_count,user_friends_count,user_location
622,RT @jonnybaeley: KATE AND ANTHONY BRIDGERTON ARE HAPPILY MARRIED AND IT'S ALL THAT MATTERS 😭😭😭 #Bridgerton https://t.co/56MN6VY9bG,1114,372,"Jeffersonville, IN"
623,"RT @alicxss: eu não aceito nenhuma crítica NENHUMA CRÍTICA a KATHONY, eles entregaram TUDO, casal perfeito e química PERFEITA #Bridgerton https://t.co/h9UhS98I7c",354,630,𝑺𝒍𝒚𝒕𝒉𝒆𝒓𝒊𝒏
624,RT @shondaland: Season 2 shall be the talk of the ton. #Bridgerton is now streaming on @netflix. https://t.co/kKfbd5jlBW,478,822,maya etienne ♥️ | fan acc
625,RT @machelanti: it needs to be said #Bridgerton https://t.co/9GdCBZ3lBP,357,238,
626,"This line right here 😩😩😩

#Bridgerton https://t.co/q1HqFsn9pP",2566,4459,
627,"RT @TheSTStyle: #Bridgerton fans, prepare: the hit show is back today and we meet its newest star, #SimoneAshley. Read the full interview online now. Plus, how suburbia suddenly got cool, and author @JENDELLA on the impact of losing a parent in your twenties https://t.co/axmFJtqLIJ",1054,1476,carrd under construction
628,"RT @autorablake: o colin dps de jogar à bola da kate pro mesmo lugar do anthony:
#Bridgerton https://t.co/TL507Bn8QA",570,510,"Jardim Laguna, Contagem"
629,"SPOILER BRIDGERTON 
.
.
.
.
.
.
A Portia pode ser tudo mas ela é uma mulher MUITO forte, desde a primeira temporada eu posso não simpatizar muito com elas mas ela tem minha admiração
#Bridgerton #BridgertonSpoilers #bridgertonnetflix https://t.co/5nkh1z92BA",1625,1898,In a Getaway Car
630,RT @jonnybaeley: KATE AND ANTHONY BRIDGERTON ARE HAPPILY MARRIED AND IT'S ALL THAT MATTERS 😭😭😭 #Bridgerton https://t.co/56MN6VY9bG,275,163,Underworld
631,"RT @luafalcone: #Bridgerton
BRIDGERTON SPOILER 
.
.
.
.
.
lembrando de quando saíram essas fotos e o pessoal teorizou que ""nessa conversa a edwina vai falar que a kate e o anthony devem se casar e que pra ela tá tudo bem"".

realidade: edwina falando que ""o visconde é o homem que eu quero""
🤡🤡🤡 https://t.co/imtKS1IydM",1052,1406,19 • pt-br/eng
632,"RT @afro_italian: The 'enemies to lovers' trope will
always be my favourite 🥺
#Bridgerton #bridgertonseason2 https://t.co/Aqun6dyDUP",151,1061,"Kissimmee, FL"
633,"RT @cxlinbridgerton: você sabia? para interpretar o coringa, joaquin phoenix teve que assistir 5 episódios de anthony e edwina cortejando
#bridgerton",6998,7653,chalé 6
634,"RT @potterofrings: Anthony quedándose bobo con el olor de kate como en el libro VIVO POR ESTOS DETALLES🥹🥹🥹🥹

#Bridgerton https://t.co/4ja1OAgDez",250,290,"Buenos Aires, Argentina"
635,"RT @samdorameira: Spoiler Bridgerton
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

ainda não assisti mas a edwina apaixonada pelo anthony??? não teve a cena da kate falando sobre o medo da tempestade??? anthony pediu a edwina em casamento???? NÃO FOI ISSO QUE EU PEDI 

#Bridgerton https://t.co/elqUybUfwZ",153,112,"Brasília, Brasil"
636,Fuck he actually proposed. #Bridgerton https://t.co/la0NyXKPdX,309,108,🇵🇷
637,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",742,902,ela/ele • swift • aftg • exo •
638,"RT @soansiosaa: Questa stagione ha letteralmente rubato il mio cuore,mi ha coinvolto moltissimo sia dal punto di vista emotivo che psicologico,un amore così complicato e ostacolato da tutto e tutti,la loro chimica. Sono ammaliata dalla bellezza di questa stagione,la più bella.♥️

#Bridgerton https://t.co/BZvd5VjtX5",9210,2245,
639,"RT @NoContxtBR: Lady Danbury catching Anthony sniffing Kate's scent will forever be funny to me 

#Bridgerton #bridgertonseason2 https://t.co/PNHFpLnmXL",369,254,"kyoto, japan"
640,Oh Anthony is about to be tripping balls. #Bridgerton,1815,3073,
641,"Agora me explica, como é que um corgi tem a capacidade de derrubar dois homens adultos no rio só de pular em um deles?! UM CORGI! #Bridgerton",213,212,
642,RT @swaying_daisies: Anthony &amp; Kate Bridgerton 💕 #Bridgerton #BridgertonSpoilers #Kanthony #Kathony https://t.co/G1XEJFtOpX,188,459,
643,The dresses in #Bridgerton make me uncomfortable just looking at them. This would not have been my era.,4237,731,Mind Your Business
644,Kate’s attitude is a lil too stank for me. Not her getting crunk with Lady Danbury. #Bridgerton https://t.co/vLJNzrwDVH,121,60,
645,"RT @BridGabi: SPOILER #Bridgerton
.
.
.
.
.
.
.
.
.
.
não sei vocês, mas todas as cenas que colocaram aquele som de coração batendo acelerado O MEU CORAÇÃO BATEU EXATAMENTE ASSIM, ESPECIALMENTE NESSA. PENSEI QUE EU FOSSE EXPLODIR, A TENSÃO!!! ELES ESTAVAM SEPARADOS POR MILÍMETROS 🗣️🗣️🗣️ https://t.co/l6l3yRIhD0",379,245,Closet
646,RT @peetapcrker: my serotonin levels spike whenever kate and anthony bicker and insult each other #Bridgerton #bridgertonseason2 https://t.co/Sj7tAqgaxk,1461,654,𝔹𝕋𝕊
647,"RT @hawkinevins: Bridgerton Spoiler
.
.
.
.
.
.
.
.
Perdi tudo quando as Sharma's chegam na mansão Bridgerton e a Daphne chama a Kate de Edwina pq o Anthony tinha ido logo falar com ela

Eu: BIXA TU SÓ ERROU O NOME MAS A PESSOA É ESSA MESMO #bridgertonseason2 #Bridgerton https://t.co/gQtbI9EeK1",153,112,"Brasília, Brasil"
648,"I shall, henceforth, refer to my age as “8 and 30.” #Bridgerton #Netflix",147,78,"Atlanta, GA"
649,RT @emrobros: My Nerdy Plant Boy is here and that's all that matters 🥰🌱 #Bridgerton #BridgertonSpoilers https://t.co/ic8keXPrvO,1171,1194,harry's house
650,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",345,395,🇺🇾
651,RT @JulesLevz: enemies to lovers will just always hit like sorry to the other tropes but she’s that girl &lt;3 #bridgerton https://t.co/oAiHUTndjj,221,222,24 | toronto
652,RT @machelanti: it needs to be said #Bridgerton https://t.co/9GdCBZ3lBP,1196,1153,xv • she/her • ph
653,"RT @cuteekiz: me explaining how this season served a solid plot, a enemies to lovers trope, an actual love story full of emotions and depth, and less excessive unnecessary sex scenes still with explosive chemistry #Bridgerton https://t.co/g95y64o0Ok",151,1061,"Kissimmee, FL"
654,"RT @grxcechoi: #Bridgerton SEASON 2 SPOILERS
-
-
-
-
KATHONY LIBRARY SCENE I CAN FEEL THE ROOM SPINNINGSHDHFB https://t.co/KXOYcKrOKS",1574,1880,new jersey
655,"RT @Kathonyhot: Time to admire his Viscountess
#Bridgerton https://t.co/IQ5kUyPiSb",1114,372,"Jeffersonville, IN"
656,RT @iamnotnoe: Yo despues de acabarme la temporada 2 y sabiendo que ya mi vida vuelve a no tener sentido #Bridgerton https://t.co/x019ZGoyvx,101,483,Venezuela
657,RT @iris_bee_: This dance is everything to me 😭 #Bridgerton #Kanthony #Bridgertonspoilers https://t.co/k6A0kB0sZu,397,1863,coney island
658,RT @bridgerton: This author recommends watching this season of #Bridgerton before any gossips spoil the season's greatest secrets. https://t.co/m4YqP4NR2q,528,495,Jamaica
659,RT @wyliesofiaa: Kate and Anthony’s chemistry is honestly the best that I’ve seen in a long time. I need to see more of them 😢 #Bridgerton https://t.co/xx9alBq3EG,531,1965,
660,Newton and Benny would be such good friends #Bridgerton https://t.co/gm3FRRjDnm,7474,973,"Boston, MA"
661,"RT @nancyswheeIer: “you are the bane of my existence and the object of all my desires.” 

#bridgerton https://t.co/oiMklX09gE",1114,372,"Jeffersonville, IN"
662,"RT @blulentigginosa: benedict bridgerton is written by a woman.
#Bridgerton https://t.co/UgNGOEWvKZ",1759,3543,"Buenos Aires, Argentina"
663,RT @bridgertonfav: a energia caótica dos dois nessa cena 😂❤️ #Bridgerton https://t.co/GCPHPtiCNP,213,112,"Rio de Janeiro, Brasil"
664,Sippin’ wine and watching #Bridgerton. ☺️,885,682,Who Dat Nation
665,"RT @_LadyBarb: “Anthony foi um bom pai pra mim”

Essa cena acabou comigo de tantos jeitos diferentes 😭
#Bridgerton https://t.co/WPlyLriit4",2401,1249,
666,"RT @lovebridgerton: ISSO É TÃO KATHONY NÃO RESPIRO
#Bridgerton https://t.co/UgMrixPjGW",129,107,"Curitiba, Brasil"
667,"RT @grxcechoi: #Bridgerton SEASON 2 SPOILERS
-
-
-
-
YOU GUYSSGSHSHDBDBDBFS https://t.co/KwFtFpHgDJ",1574,1880,new jersey
668,RT @NaseemaVeasey: Not Cressida out here talking shit when this her second year in a row &amp; she’s still unmarried? Like girl… Daphne handed you the prince on a platter and he STILL didn’t choose you. Get over it😭😭😭 #Bridgerton https://t.co/89LfJdBQ0t,1114,372,"Jeffersonville, IN"
669,Daphne ja sacando os 2 #Bridgerton,1227,762,"SC, Brasil"
670,"HAHAHAH EVEN WITH THE SMELLING 😭😭😭

#Bridgerton https://t.co/F9gLC1pVft",2566,4459,
671,"RT @menacetoanthony: Excuse me, while I live here, in this perfectly happy moment. #Bridgerton https://t.co/epvawoPLsh",397,1863,coney island
672,RT @anariralyy: O Benedict nessa cena loucão. KKK mt fofo. #Bridgerton https://t.co/14VoS74j2Z,538,1024,"Ceará, Brasil"
673,"RT @nancyswheeIer: “you are the bane of my existence and the object of all my desires.” 

#bridgerton https://t.co/oiMklX09gE",261,269,she/her- 18
674,"RT @netflixqueue: Queue &amp; A with Simone Ashley on joining the cast of #Bridgerton, how she prepared to play Kate Sharma, her secret talent, and more. 

@bridgerton Season 2 is now streaming, only on @netflix. https://t.co/gQ7nRgtH25",5599,4714,
675,"RT @chaoticguitar: The way I screamed 😭😭😭

#bridgerton #kanthony #bridgertonspoilers https://t.co/ZdbqwHHRpE",1391,2188,Cat noir
676,"RT @ladygbson: o melhor de tudo foi a simone e o jonny que conseguiram entregar TUDO como kate e anthony!!!!!! a química de MILHÕES, eles foram perfeitos ❤️ #Bridgerton #bridgertonseason2 https://t.co/34eu26x9Th",584,5002,"Manaus, Brasil"
677,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",579,731,
678,RT @typcgraphy: — the viscount who loved me (2000) #Bridgerton https://t.co/A7XeydNrhv,221,222,24 | toronto
679,"RT @textosdeumalady: - Seu cachorro morde?
- Não, ele julga!

O PATRÃO É O MAIOR E SABE.

#Bridgerton #bridgertonseason2 https://t.co/YMc1eFfXvH",231,374,nordeste
680,"RT @marienporfavor: #Bridgerton season 2 is so goddamn glorious! Kate &amp; Anthony's enemies-to-lovers trope is *chef's kiss*. The slow burn. The angst. The looks of longing. The banters. The ""you vex me"" &amp; ""I hate you"". The ""you are the bane of my existence"". My god, beautiful. Just beautiful. https://t.co/0Micbgq9A9",1286,753,
681,RT @mintygolala: ดูจบทั้งซีซั่นละ แต่ต้องยกให้การแสดงของพี่โจนาธานพระเอกของเรานะ นี้แหละคือสิ่งที่กุอยากให้สังคมไทยมาเชยชมมาก คือพี่เค้าออกมาประกาศว่าตัวเองเป็นเกย์นะแต่เล่นบท สเตรทได้ดีมาก และนี้แหละคือความเป็นนักแสดง อุทานตลอดแปดตอนว่า “ผัวมาก” #Bridgerton #bridgerton2 #bridgertonseason2 https://t.co/BLPXVC3ExZ,234,111,
682,"RT @NoContxtBR: I LOVED EVERYTHING ABOUT THIS 

#Bridgerton #bridgertonseason2 https://t.co/mWd9RaeKVT",369,254,"kyoto, japan"
683,RT @tvrkishhdelight: I‘ll never forgive Shonda Rhimes and Chris van Dusen for this #Bridgerton https://t.co/5RsQZhfDoe,862,2159,🏰
684,"RT @schofiaa: I don’t think anyone can top Kate and Anthony. The whole story was so perfect to me. Anthony’s struggle to be noble all the time and Kate having her own struggles and challenging him. The chemistry,longing,love and angst was surpassed every expectation I’m so obsessed #bridgerton https://t.co/Lag4LVeRAI",531,1965,
685,a pobi da hya só queria dançar quadrilha #Bridgerton,2467,2477,in dev patel's heart
686,"RT @autorablake: o colin dps de jogar à bola da kate pro mesmo lugar do anthony:
#Bridgerton https://t.co/TL507Bn8QA",1365,940,
687,RT @bridgerton: It appears that Miss Sharma and The Viscount have found a reason to smile. I wonder what that could be. #Bridgerton https://t.co/PbRGKIfeLP,179,200,
688,RT @myqueenzoya: she’s so me #Bridgerton https://t.co/OkVE79yLVU,1114,372,"Jeffersonville, IN"
689,RT @JulesLevz: enemies to lovers will just always hit like sorry to the other tropes but she’s that girl &lt;3 #bridgerton https://t.co/oAiHUTndjj,333,432,20 black she/her
690,RT @myqueenzoya: she’s so me #Bridgerton https://t.co/OkVE79yLVU,139,698,Paradise
691,tudo bem q kathony é um slow burn mas esse povo da netflix esqueceu a parte do burn ne #bridgerton,1393,1491,books
692,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",379,245,Closet
693,"RT @poeticmaisie: EDMUND EN SUS ULTIMOS MOMENTOS LE AGARRA LA CARA A VIOLET 
#Bridgerton https://t.co/55aWhh4k6P",101,483,Venezuela
694,"RT @mewtommystan2: YES YES YES I SHIP IT 
ELOISE X THEO #Bridgerton https://t.co/vGrdfS5JVQ",397,1863,coney island
695,"RT @laraiheart: SPOILER BRIDGERTON 
.
.
.
.
.
.
Eu amei a segunda temporada apesar das mudanças. Assisti com a cabeça aberta e deu tudo certo. 
Mas tem 3 coisas que não gostei muito:
1. Plot Peneloise 
2. Personalidade da Edwina
3. Tempo de tela de Kathony poderia ter sido bem maior #Bridgerton",153,112,"Brasília, Brasil"
696,Edwina é uma criança como Imaginei por Deus #Bridgerton,400,441,k/c-drama • livros • novelas
697,"RT @lovejoylocket: Me in any social situation 

#Bridgerton #bridgertonnetflix #bridgertonseason2 https://t.co/89KIgsk5ue",1511,1043,United States
698,"RT @marienporfavor: #Bridgerton season 2 is so goddamn glorious! Kate &amp; Anthony's enemies-to-lovers trope is *chef's kiss*. The slow burn. The angst. The looks of longing. The banters. The ""you vex me"" &amp; ""I hate you"". The ""you are the bane of my existence"". My god, beautiful. Just beautiful. https://t.co/0Micbgq9A9",1114,372,"Jeffersonville, IN"
699,RT @nniegarcia: Daphne every time she sees Anthony with Kate #Bridgerton https://t.co/fT6Z39YOCz,1064,933,
700,I really hate that @bridgerton on @netflix is fucking up the relationship between Edwina and Kate in this season. The book handled this love triangle so much better 😤 #Bridgerton #BridgertonSpoilers #juliaquinn,139,349,ᗰᗩЯУℓᗩИᎠ
701,"RT @skizzy112: You are the bane of my existence 
And the object of all my desires #Bridgerton https://t.co/YRFNGTRyFX",2252,3068,Uruguay
702,RT @NaseemaVeasey: Daphne watching Anthony &amp; Kate’s chemistry/banter and assumed she was the girl he liked… I’m weak she really just called her Edwina😭😭😭 #Bridgerton https://t.co/AjnxUD8Udr,531,1965,
703,Como que a Edwina não percebeu que ela tava sobrando???? #Bridgerton,2518,821,"Rio de Janeiro, Brasil"
704,RT @bridgerton: The Viscount and Miss Sharma may not be the only pair with a love and hate dynamic. #Bridgerton https://t.co/je4NUc1CHm,441,129,Atsumu's Pants
705,Starting season 2 before y’all spoil it #Bridgerton,1613,1221,
706,foram muitas emoções ao mesmo tempo com esses dois #Bridgerton https://t.co/knscaGtLAz,10437,9779,only louis ∙ ela/dela
707,RT @nniegarcia: Daphne every time she sees Anthony with Kate #Bridgerton https://t.co/fT6Z39YOCz,1114,372,"Jeffersonville, IN"
708,"RT @wannadietonlght: certo che aspettare due anni per una seconda stagione e finirla in una giornata è proprio geniale, adesso cosa faccio? #Bridgerton https://t.co/oVZtHBxE9O",9210,2245,
709,I thought Eloise was insufferable this season #Bridgerton,266,1038,"North Carolina, USA"
710,"RT @alicxss: eu não aceito nenhuma crítica NENHUMA CRÍTICA a KATHONY, eles entregaram TUDO, casal perfeito e química PERFEITA #Bridgerton https://t.co/h9UhS98I7c",1203,1051,robby.keene
711,"RT @afro_italian: The 'enemies to lovers' trope will
always be my favourite 🥺
#Bridgerton #bridgertonseason2 https://t.co/Aqun6dyDUP",862,2159,🏰
712,"RT @Lad_Whistledown: ENTREGUEM O PRÊMIO PRA ELA

#Bridgerton https://t.co/ziaRuUwQUu",885,1351,
713,"RT @_carp3diem: Anthony and Kate: *obviously being in love and acting conspicuously*

Everyone else but Daphne:
#bridgertonS2 #Bridgerton #Kanthony https://t.co/PlisyWsfSg",531,1965,
714,o anthony falando pro gregory sobre como o edmund era enquanto a violet ouve atrás da porta... #Bridgerton https://t.co/broLBX9N8W,1437,1066,she/her • intj • ben barnes gf
715,"RT @marienporfavor: #Bridgerton season 2 is so goddamn glorious! Kate &amp; Anthony's enemies-to-lovers trope is *chef's kiss*. The slow burn. The angst. The looks of longing. The banters. The ""you vex me"" &amp; ""I hate you"". The ""you are the bane of my existence"". My god, beautiful. Just beautiful. https://t.co/0Micbgq9A9",2549,2122,Earth
716,RT @KateThornley3: Me every time Newton is on screen #Bridgerton https://t.co/vonN5YYSXW,609,901,"Bamban, Central Luzon"
717,RT @jolangfrds: simone ashley as kate sharma is the most perfect casting ever #bridgerton https://t.co/PXoee9xOa1,1114,372,"Jeffersonville, IN"
718,"RT @Lasandiaahah: Edmund murió sosteniendo unos Jacintos (Hyacinth), esta serie les encanta hacernos sufrir #Bridgerton #bridgertonseason2 https://t.co/32vGoVfAYr",253,360,
